Id,Joint 0 x,Joint 0 y,Joint 1 x,Joint 1 y,Joint 2 x,Joint 2 y,Joint 3 x,Joint 3 y,Joint 4 x,Joint 4 y,Joint 5 x,Joint 5 y,Joint 6 x,Joint 6 y,Joint 7 x,Joint 7 y,Joint 8 x,Joint 8 y,Joint 9 x,Joint 9 y,Joint 10 x,Joint 10 y,Joint 11 x,Joint 11 y,Joint 12 x,Joint 12 y,Joint 13 x,Joint 13 y,Joint 14 x,Joint 14 y,Joint 15 x,Joint 15 y,Joint 16 x,Joint 16 y,Joint 17 x,Joint 17 y,Joint 18 x,Joint 18 y,Joint 19 x,Joint 19 y,Joint 20 x,Joint 20 y
0,36.226935386657715,14.161355972290039,27.493627548217773,86.9434700012207,20.24410581588745,69.61144828796387,14.566145658493042,48.6071081161499,21.79852867126465,27.64750337600708,50.82247829437256,95.40798044204712,47.97812366485596,77.7133092880249,45.999637603759766,59.04880332946777,38.65360736846924,40.4484338760376,62.60550594329834,106.53411149978638,63.89764213562012,84.25538158416748,65.1201982498169,63.44056415557861,56.26681900024414,42.037869453430176,66.21414566040039,107.04085540771484,71.58479595184326,85.65328216552734,74.7777214050293,64.52819061279297,66.96598434448242,43.57196807861328,86.40937232971191,99.28095149993896,86.27190685272217,82.98499011993408,86.2707576751709,67.84949016571045,75.69607734680176,46.32495307922363
1,34.824771881103516,9.983346700668335,67.32817554473877,77.90492153167725,61.69825267791748,59.53578758239746,59.157155990600586,39.39999008178711,49.216376304626465,22.687659740447998,55.50319862365723,118.16876780986786,58.210503578186035,103.66547346115112,58.76960277557373,86.92448997497559,56.5423526763916,64.85200691223145,36.308746337890625,109.54709243774414,40.457889556884766,100.12847375869751,43.75983810424805,88.49709129333496,44.10993766784668,68.4709701538086,22.053677558898926,78.23944664001465,26.595428466796875,83.7676887512207,30.316317558288574,81.5522813796997,32.8101863861084,65.68434715270996,10.84654426574707,73.80455780029297,14.764974355697632,76.27789497375488,17.13807439804077,74.966064453125,19.915695667266846,59.74843406677246
2,73.76065158843994,13.581398248672485,15.764135122299194,102.85613441467285,22.884464740753174,81.23319721221924,32.894161224365234,55.08035945892334,50.093668937683105,30.34561252593994,16.806755542755127,96.90208148956299,22.315914154052734,102.9715428352356,35.4048957824707,102.40352010726929,47.71558856964111,79.87266063690186,29.455463886260986,96.19119453430176,32.753262996673584,104.65597820281982,44.585330963134766,108.12302017211914,58.2162504196167,85.92414283752441,38.698222160339355,91.38090991973877,41.71294116973877,99.22614288330078,52.57024955749512,102.39844989776611,65.71567916870117,84.83257961273193,43.75529098510742,96.45379877090454,49.92993450164795,99.97600746154785,59.56006717681885,99.69877481460571,72.48783302307129,80.91350650787354
3,119.66930496692657,42.694509506225586,45.30047607421875,36.41023921966553,58.692203521728516,43.16058349609375,77.38408851623535,50.77372455596924,98.8279013633728,49.484439849853516,9.779446363449097,17.019288778305054,26.28730583190918,19.828272342681885,42.45906352996826,18.62250280380249,64.85682201385498,24.608317375183105,77.16247940063477,48.359304428100586,62.07993221282959,43.86929225921631,49.026546478271484,30.73180627822876,62.56088161468506,15.926859140396118,86.44106960296631,35.74219799041748,69.16396903991699,38.69117832183838,54.21092510223389,29.013915538787842,64.49574947357178,12.438806295394897,79.05801677703857,38.86990165710449,66.50112915039062,37.61092472076416,56.57274627685547,30.369601726531982,68.71361255645752,11.894466161727905
4,112.93107533454895,13.658801078796387,83.07802772521973,50.09863090515137,91.49891567230225,41.06883239746094,102.05545139312744,30.559336185455322,109.65462350845337,19.970285415649414,29.28160285949707,57.20466136932373,41.393710136413574,48.214354515075684,53.49633026123047,37.412376403808594,71.39326667785645,26.907576084136963,16.190061330795288,59.36483287811279,31.70519733428955,50.49217414855957,45.69069766998291,39.40574073791504,64.43064498901367,30.10588550567627,21.18571949005127,63.86728763580322,34.451815605163574,53.69675254821777,47.86490821838379,42.76026725769043,64.42385005950928,32.708388328552246,35.83340549468994,63.77166271209717,44.493834495544434,54.791029930114746,52.380085945129395,47.195176124572754,68.01740169525146,36.34168815612793
5,110.01661443710327,33.24721717834473,24.06127405166626,99.40552711486816,40.85986328125,89.92661952972412,60.74565887451172,78.45512199401855,83.67450904846191,57.386345863342285,52.68727397918701,90.09324073791504,35.222989082336426,77.08112907409668,21.87986660003662,60.24676036834717,31.711862087249756,46.455928802490234,61.172245025634766,76.37197589874268,42.98640727996826,62.04767322540283,25.249993801116943,46.28272247314453,34.18720817565918,29.947463989257812,71.57082176208496,66.64491558074951,53.45415496826172,52.139220237731934,36.539767265319824,35.741366386413574,43.3123836517334,19.131546020507812,65.27587223052979,52.245859146118164,57.38443851470947,39.426170349121094,49.86267566680908,26.27858018875122,57.847450256347656,10.562033414840698
6,82.85706901550293,66.46057605743408,50.57090187072754,104.36247539520264,58.5801420211792,100.63702058792114,68.09716510772705,99.6255578994751,72.38439273834229,85.23315906524658,65.82152462005615,80.28650188446045,42.04713153839111,72.80018901824951,22.34296464920044,66.19686889648438,30.046247482299805,71.29727554321289,74.4947862625122,70.74664211273193,50.990915298461914,59.20076560974121,29.44944477081299,49.595906257629395,30.514761447906494,51.97833442687988,76.1681137084961,59.70218753814697,57.51974868774414,47.63418102264404,40.15767574310303,37.22939205169678,38.71556568145752,38.64384651184082,72.10750675201416,36.64582824707031,61.1376256942749,28.621203422546387,52.76202201843262,22.596266746520996,52.854623794555664,26.16789150238037
7,55.62919330596924,20.014450550079346,116.53681373596191,70.32287406921387,104.85074758529663,61.66456985473633,94.69263982772827,46.77442646026611,74.75088214874268,31.848207473754883,109.26637887954712,23.683860778808594,99.45197534561157,18.237614154815674,91.14735984802246,14.796796083450317,82.56682109832764,18.944531440734863,72.66413497924805,26.510584831237793,69.5955171585083,17.721937894821167,67.4133710861206,10.269810676574707,64.86145782470703,14.148091316223145,36.34672498703003,33.76961088180542,42.20371437072754,21.900354385375977,45.632490158081055,14.042867422103882,49.72489070892334,13.611528873443604,11.14332902431488,39.56151485443115,18.127126693725586,29.761356830596924,23.38523578643799,22.525452613830566,33.701903343200684,16.279848337173462
8,117.53323912620544,72.98376941680908,14.93930697441101,46.47165584564209,35.58842849731445,55.00001049041748,57.17464828491211,62.348443031311035,87.21550178527832,68.56909847259521,11.824515104293823,17.4183030128479,27.985527515411377,18.254955291748047,44.46578598022461,20.097886085510254,63.686041831970215,33.04638671875,28.148587226867676,11.783923029899597,45.53944110870361,13.89840316772461,62.1747407913208,15.907681226730347,78.62816524505615,31.560580253601074,50.08593463897705,19.22667407989502,66.54525661468506,21.049041271209717,80.40450954437256,24.042150020599365,92.56610488891602,35.72434329986572,83.49615573883057,33.192814350128174,92.32696914672852,34.29123640060425,99.80604887008667,35.98425912857056,108.32733678817749,45.070858001708984
9,41.489970207214355,119.28137254714966,37.55412673950195,47.48861598968506,36.06946659088135,59.08620071411133,36.009023666381836,73.49683284759521,37.95677661895752,95.05733585357666,49.31427192687988,11.054032325744629,51.435428619384766,23.878950119018555,54.902024269104004,37.533806800842285,51.83817195892334,59.510393142700195,11.760652780532837,59.99684524536133,23.672791004180908,53.892486572265625,39.80452919006348,49.88795280456543,54.3798885345459,63.939425468444824,16.143675088882446,76.5378885269165,23.99261474609375,68.96308326721191,36.70775318145752,62.53287982940674,52.9169340133667,72.37991523742676,20.146564483642578,81.2717695236206,24.58852767944336,76.86030864715576,32.35664176940918,73.69514560699463,48.03950881958008,84.08428764343262
